GoogleID,currently-occupied-by,name,address,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
ChIJQ1KfHtI0K4gRk2BjS9qOHp8,112,Tim Hortons,"170 University Ave, Toronto, ON M5H 3B3 , Canada","{'4 a.m': 8, '6 a.m': 0, '7 a.m': 0, '8 a.m': 63, '9 a.m': 66, '10 a.m': 56, '11 a.m': 70, '12 p.m': 71, '1 p.m': 55, '2 p.m': 33, '3 p.m': 20, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 64, '9 a.m': 93, '10 a.m': 60, '11 a.m': 50, '12 p.m': 63, '1 p.m': 71, '2 p.m': 63, '3 p.m': 44, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 54, '9 a.m': 100, '10 a.m': 81, '11 a.m': 60, '12 p.m': 67, '1 p.m': 70, '2 p.m': 60, '3 p.m': 44, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 45, '9 a.m': 62, '10 a.m': 66, '11 a.m': 59, '12 p.m': 55, '1 p.m': 63, '2 p.m': 68, '3 p.m': 59, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 28, '9 a.m': 63, '10 a.m': 29, '11 a.m': 40, '12 p.m': 50, '1 p.m': 45, '2 p.m': 29, '3 p.m': 17, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}",{},{}
EiU0NTUgU3BhZGluYSBBdmUuLCBUb3JvbnRvLCBPTiwgQ2FuYWRhIjESLwoUChIJAwSf_8A0K4gRKLB0GWTfJXAQxwMqFAoSCXvnfXDDNCuIEd4M0-dXIDxS,112,Tim Hortons,"455 Spadina Ave., Toronto, ON M5S 1A1 , Canada","{'11 a.m': 88, '5 a.m': 0, '6 a.m': 28, '7 a.m': 39, '8 a.m': 32, '9 a.m': 35, '10 a.m': 62, '12 p.m': 84, '1 p.m': 58, '2 p.m': 39, '3 p.m': 41, '4 p.m': 49, '5 p.m': 47, '6 p.m': 32, '7 p.m': 15, '8 p.m': 5, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 7, '7 a.m': 20, '8 a.m': 41, '9 a.m': 67, '10 a.m': 84, '11 a.m': 81, '12 p.m': 64, '1 p.m': 49, '2 p.m': 45, '3 p.m': 49, '4 p.m': 54, '5 p.m': 52, '6 p.m': 41, '7 p.m': 28, '8 p.m': 15, '9 p.m': 7, '10 p.m': 1}","{'5 a.m': 0, '6 a.m': 22, '7 a.m': 39, '8 a.m': 58, '9 a.m': 75, '10 a.m': 81, '11 a.m': 75, '12 p.m': 64, '1 p.m': 56, '2 p.m': 58, '3 p.m': 62, '4 p.m': 56, '5 p.m': 41, '6 p.m': 30, '7 p.m': 39, '8 p.m': 35, '9 p.m': 11, '10 p.m': 1}","{'5 a.m': 0, '6 a.m': 7, '7 a.m': 30, '8 a.m': 79, '9 a.m': 96, '10 a.m': 69, '11 a.m': 56, '12 p.m': 64, '1 p.m': 69, '2 p.m': 71, '3 p.m': 66, '4 p.m': 54, '5 p.m': 41, '6 p.m': 28, '7 p.m': 18, '8 p.m': 9, '9 p.m': 5, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 15, '7 a.m': 32, '8 a.m': 49, '9 a.m': 52, '10 a.m': 39, '11 a.m': 35, '12 p.m': 71, '1 p.m': 77, '2 p.m': 39, '3 p.m': 35, '4 p.m': 39, '5 p.m': 39, '6 p.m': 35, '7 p.m': 26, '8 p.m': 16, '9 p.m': 9, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 7, '7 a.m': 28, '8 a.m': 32, '9 a.m': 58, '10 a.m': 100, '11 a.m': 100, '12 p.m': 66, '1 p.m': 43, '2 p.m': 47, '3 p.m': 56, '4 p.m': 60, '5 p.m': 56, '6 p.m': 45, '7 p.m': 32, '8 p.m': 18, '9 p.m': 9, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 3, '7 a.m': 11, '8 a.m': 24, '9 a.m': 45, '10 a.m': 67, '11 a.m': 84, '12 p.m': 92, '1 p.m': 92, '2 p.m': 92, '3 p.m': 90, '4 p.m': 77, '5 p.m': 52, '6 p.m': 28, '7 p.m': 11, '8 p.m': 3, '9 p.m': 0, '10 p.m': 0}"
Ei82NTcgVW5pdmVyc2l0eSBBdmUsIFRvcm9udG8sIE9OIE01RyAxTTEsIENhbmFkYSJREk8KNAoyCR9RuCPINCuIEbxgMXkD1k8HGh4LEO7B7qEBGhQKEgn71hHYtzQriBHEQGdewx8S7AwQkQUqFAoSCa_a243ONCuIES3OIcX5DBrv,112,Tim Hortons,"657 University Ave, Toronto, ON M5G 2C4 , Canada","{'6 a.m': 0, '5 a.m': 0, '7 a.m': 2, '8 a.m': 2, '9 a.m': 5, '10 a.m': 5, '11 a.m': 5, '12 p.m': 2, '1 p.m': 2, '2 p.m': 2, '3 p.m': 2, '4 p.m': 2, '5 p.m': 2, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 47, '7 a.m': 50, '8 a.m': 50, '9 a.m': 50, '10 a.m': 50, '11 a.m': 45, '12 p.m': 32, '1 p.m': 20, '2 p.m': 7, '3 p.m': 2, '4 p.m': 2, '5 p.m': 2, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 75, '7 a.m': 90, '8 a.m': 85, '9 a.m': 80, '10 a.m': 77, '11 a.m': 62, '12 p.m': 37, '1 p.m': 15, '2 p.m': 2, '3 p.m': 2, '4 p.m': 2, '5 p.m': 2, '6 p.m': 2, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 82, '7 a.m': 100, '8 a.m': 97, '9 a.m': 77, '10 a.m': 52, '11 a.m': 32, '12 p.m': 17, '1 p.m': 10, '2 p.m': 2, '3 p.m': 2, '4 p.m': 2, '5 p.m': 2, '6 p.m': 2, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 75, '7 a.m': 72, '8 a.m': 57, '9 a.m': 55, '10 a.m': 57, '11 a.m': 50, '12 p.m': 30, '1 p.m': 10, '2 p.m': 7, '3 p.m': 12, '4 p.m': 10, '5 p.m': 2, '6 p.m': 2, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 60, '7 a.m': 77, '8 a.m': 80, '9 a.m': 72, '10 a.m': 60, '11 a.m': 47, '12 p.m': 37, '1 p.m': 25, '2 p.m': 12, '3 p.m': 2, '4 p.m': 2, '5 p.m': 2, '6 p.m': 2, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}",{}
ChIJ8w8bD8o0K4gRsjdJOEgQwpI,112,Tim Hortons,"70 Gerrard St W, Toronto, ON M5G 1J5 , Canada","{'10 a.m': 95, '4 a.m': 0, '5 a.m': 36, '6 a.m': 56, '7 a.m': 75, '8 a.m': 89, '9 a.m': 97, '11 a.m': 86, '12 p.m': 74, '1 p.m': 62, '2 p.m': 56, '3 p.m': 57, '4 p.m': 62, '5 p.m': 65, '6 p.m': 63, '7 p.m': 53, '8 p.m': 38, '9 p.m': 21}","{'4 a.m': 0, '5 a.m': 44, '6 a.m': 57, '7 a.m': 62, '8 a.m': 65, '9 a.m': 72, '10 a.m': 82, '11 a.m': 90, '12 p.m': 92, '1 p.m': 90, '2 p.m': 86, '3 p.m': 81, '4 p.m': 77, '5 p.m': 73, '6 p.m': 66, '7 p.m': 56, '8 p.m': 44, '9 p.m': 31}","{'4 a.m': 0, '5 a.m': 29, '6 a.m': 43, '7 a.m': 55, '8 a.m': 67, '9 a.m': 75, '10 a.m': 81, '11 a.m': 85, '12 p.m': 86, '1 p.m': 84, '2 p.m': 80, '3 p.m': 75, '4 p.m': 69, '5 p.m': 65, '6 p.m': 62, '7 p.m': 59, '8 p.m': 51, '9 p.m': 38}","{'4 a.m': 0, '5 a.m': 37, '6 a.m': 55, '7 a.m': 74, '8 a.m': 89, '9 a.m': 98, '10 a.m': 100, '11 a.m': 96, '12 p.m': 89, '1 p.m': 81, '2 p.m': 75, '3 p.m': 71, '4 p.m': 68, '5 p.m': 63, '6 p.m': 54, '7 p.m': 43, '8 p.m': 28, '9 p.m': 15}","{'4 a.m': 0, '5 a.m': 26, '6 a.m': 50, '7 a.m': 69, '8 a.m': 76, '9 a.m': 74, '10 a.m': 66, '11 a.m': 61, '12 p.m': 63, '1 p.m': 69, '2 p.m': 76, '3 p.m': 81, '4 p.m': 82, '5 p.m': 78, '6 p.m': 70, '7 p.m': 58, '8 p.m': 45, '9 p.m': 31}","{'4 a.m': 0, '5 a.m': 34, '6 a.m': 54, '7 a.m': 73, '8 a.m': 86, '9 a.m': 91, '10 a.m': 88, '11 a.m': 78, '12 p.m': 67, '1 p.m': 57, '2 p.m': 53, '3 p.m': 54, '4 p.m': 58, '5 p.m': 60, '6 p.m': 58, '7 p.m': 51, '8 p.m': 40, '9 p.m': 27}","{'4 a.m': 0, '5 a.m': 29, '6 a.m': 40, '7 a.m': 48, '8 a.m': 53, '9 a.m': 59, '10 a.m': 65, '11 a.m': 68, '12 p.m': 68, '1 p.m': 63, '2 p.m': 57, '3 p.m': 57, '4 p.m': 63, '5 p.m': 73, '6 p.m': 79, '7 p.m': 76, '8 p.m': 64, '9 p.m': 44}"
ChIJ33W_f8Q0K4gRZnNz83y5uM0,112,Tim Hortons,"477 Dundas St W, Toronto, ON M5T 1H1 , Canada","{'11 a.m': 52, '5 a.m': 0, '6 a.m': 15, '7 a.m': 50, '8 a.m': 59, '9 a.m': 37, '10 a.m': 37, '12 p.m': 61, '1 p.m': 57, '2 p.m': 44, '3 p.m': 36, '4 p.m': 41, '5 p.m': 52, '6 p.m': 52, '7 p.m': 36, '8 p.m': 16, '9 p.m': 5, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 20, '7 a.m': 42, '8 a.m': 51, '9 a.m': 46, '10 a.m': 48, '11 a.m': 60, '12 p.m': 71, '1 p.m': 71, '2 p.m': 62, '3 p.m': 58, '4 p.m': 63, '5 p.m': 70, '6 p.m': 64, '7 p.m': 45, '8 p.m': 23, '9 p.m': 8, '10 p.m': 2}","{'5 a.m': 0, '6 a.m': 22, '7 a.m': 56, '8 a.m': 81, '9 a.m': 76, '10 a.m': 69, '11 a.m': 78, '12 p.m': 84, '1 p.m': 73, '2 p.m': 56, '3 p.m': 49, '4 p.m': 52, '5 p.m': 53, '6 p.m': 46, '7 p.m': 31, '8 p.m': 17, '9 p.m': 7, '10 p.m': 3}","{'5 a.m': 0, '6 a.m': 25, '7 a.m': 68, '8 a.m': 90, '9 a.m': 64, '10 a.m': 39, '11 a.m': 47, '12 p.m': 64, '1 p.m': 67, '2 p.m': 60, '3 p.m': 63, '4 p.m': 75, '5 p.m': 79, '6 p.m': 67, '7 p.m': 45, '8 p.m': 23, '9 p.m': 9, '10 p.m': 3}","{'5 a.m': 0, '6 a.m': 11, '7 a.m': 54, '8 a.m': 100, '9 a.m': 79, '10 a.m': 51, '11 a.m': 58, '12 p.m': 71, '1 p.m': 72, '2 p.m': 64, '3 p.m': 59, '4 p.m': 59, '5 p.m': 59, '6 p.m': 51, '7 p.m': 37, '8 p.m': 21, '9 p.m': 10, '10 p.m': 4}","{'5 a.m': 0, '6 a.m': 14, '7 a.m': 89, '8 a.m': 84, '9 a.m': 22, '10 a.m': 30, '11 a.m': 58, '12 p.m': 80, '1 p.m': 81, '2 p.m': 64, '3 p.m': 49, '4 p.m': 43, '5 p.m': 44, '6 p.m': 44, '7 p.m': 39, '8 p.m': 30, '9 p.m': 20, '10 p.m': 12}","{'5 a.m': 0, '6 a.m': 14, '7 a.m': 37, '8 a.m': 48, '9 a.m': 35, '10 a.m': 35, '11 a.m': 71, '12 p.m': 81, '1 p.m': 63, '2 p.m': 65, '3 p.m': 75, '4 p.m': 75, '5 p.m': 67, '6 p.m': 51, '7 p.m': 35, '8 p.m': 21, '9 p.m': 11, '10 p.m': 5}"
ChIJ64sDkug0K4gRn_eEEkXquSg,112,Tim Hortons,"750 Dundas St W, Toronto, ON M6J 3S3 , Canada","{'10 a.m': 66, '5 a.m': 0, '6 a.m': 22, '7 a.m': 38, '8 a.m': 53, '9 a.m': 62, '11 a.m': 65, '12 p.m': 64, '1 p.m': 64, '2 p.m': 62, '3 p.m': 53, '4 p.m': 44, '5 p.m': 37, '6 p.m': 34, '7 p.m': 28, '8 p.m': 17, '9 p.m': 6, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 26, '7 a.m': 40, '8 a.m': 55, '9 a.m': 67, '10 a.m': 75, '11 a.m': 76, '12 p.m': 71, '1 p.m': 62, '2 p.m': 54, '3 p.m': 47, '4 p.m': 44, '5 p.m': 42, '6 p.m': 37, '7 p.m': 28, '8 p.m': 18, '9 p.m': 8, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 32, '7 a.m': 52, '8 a.m': 71, '9 a.m': 84, '10 a.m': 88, '11 a.m': 82, '12 p.m': 69, '1 p.m': 55, '2 p.m': 47, '3 p.m': 48, '4 p.m': 57, '5 p.m': 62, '6 p.m': 53, '7 p.m': 34, '8 p.m': 14, '9 p.m': 1, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 35, '7 a.m': 54, '8 a.m': 73, '9 a.m': 84, '10 a.m': 84, '11 a.m': 73, '12 p.m': 57, '1 p.m': 44, '2 p.m': 40, '3 p.m': 42, '4 p.m': 46, '5 p.m': 46, '6 p.m': 40, '7 p.m': 27, '8 p.m': 14, '9 p.m': 4, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 30, '7 a.m': 50, '8 a.m': 71, '9 a.m': 90, '10 a.m': 100, '11 a.m': 98, '12 p.m': 88, '1 p.m': 75, '2 p.m': 64, '3 p.m': 57, '4 p.m': 55, '5 p.m': 53, '6 p.m': 47, '7 p.m': 35, '8 p.m': 22, '9 p.m': 9, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 31, '7 a.m': 48, '8 a.m': 62, '9 a.m': 68, '10 a.m': 65, '11 a.m': 56, '12 p.m': 46, '1 p.m': 40, '2 p.m': 37, '3 p.m': 37, '4 p.m': 38, '5 p.m': 37, '6 p.m': 33, '7 p.m': 27, '8 p.m': 20, '9 p.m': 12, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 23, '7 a.m': 33, '8 a.m': 44, '9 a.m': 54, '10 a.m': 62, '11 a.m': 65, '12 p.m': 63, '1 p.m': 60, '2 p.m': 56, '3 p.m': 53, '4 p.m': 49, '5 p.m': 43, '6 p.m': 35, '7 p.m': 26, '8 p.m': 16, '9 p.m': 8, '10 p.m': 0}"
ChIJYbl9BNM0K4gRNVampbwSzWQ,112,Tim Hortons,"55 York St, Toronto, ON M5J 1R7 , Canada","{'10 a.m': 74, '5 a.m': 0, '6 a.m': 6, '7 a.m': 16, '8 a.m': 32, '9 a.m': 54, '11 a.m': 80, '12 p.m': 74, '1 p.m': 58, '2 p.m': 35, '3 p.m': 19, '4 p.m': 19, '5 p.m': 51, '6 p.m': 100, '7 p.m': 93, '8 p.m': 41, '9 p.m': 9, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 19, '7 a.m': 32, '8 a.m': 45, '9 a.m': 51, '10 a.m': 51, '11 a.m': 45, '12 p.m': 32, '1 p.m': 25, '2 p.m': 25, '3 p.m': 38, '4 p.m': 58, '5 p.m': 70, '6 p.m': 67, '7 p.m': 48, '8 p.m': 25, '9 p.m': 12, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 19, '7 a.m': 38, '8 a.m': 64, '9 a.m': 87, '10 a.m': 100, '11 a.m': 96, '12 p.m': 77, '1 p.m': 51, '2 p.m': 32, '3 p.m': 19, '4 p.m': 22, '5 p.m': 35, '6 p.m': 45, '7 p.m': 45, '8 p.m': 32, '9 p.m': 16, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 9, '7 a.m': 32, '8 a.m': 64, '9 a.m': 80, '10 a.m': 70, '11 a.m': 58, '12 p.m': 54, '1 p.m': 61, '2 p.m': 64, '3 p.m': 64, '4 p.m': 58, '5 p.m': 51, '6 p.m': 48, '7 p.m': 38, '8 p.m': 32, '9 p.m': 22, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 12, '7 a.m': 22, '8 a.m': 38, '9 a.m': 51, '10 a.m': 61, '11 a.m': 61, '12 p.m': 51, '1 p.m': 35, '2 p.m': 25, '3 p.m': 22, '4 p.m': 32, '5 p.m': 48, '6 p.m': 48, '7 p.m': 32, '8 p.m': 48, '9 p.m': 61, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 19, '7 a.m': 35, '8 a.m': 54, '9 a.m': 67, '10 a.m': 67, '11 a.m': 54, '12 p.m': 35, '1 p.m': 22, '2 p.m': 19, '3 p.m': 22, '4 p.m': 29, '5 p.m': 38, '6 p.m': 45, '7 p.m': 51, '8 p.m': 51, '9 p.m': 38, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 19, '7 a.m': 29, '8 a.m': 41, '9 a.m': 58, '10 a.m': 70, '11 a.m': 80, '12 p.m': 87, '1 p.m': 87, '2 p.m': 80, '3 p.m': 67, '4 p.m': 54, '5 p.m': 41, '6 p.m': 35, '7 p.m': 45, '8 p.m': 51, '9 p.m': 32, '10 p.m': 0}"
ChIJNx2s3ec1K4gReKr7qbfeRJU,112,Tim Hortons,"720 King St W, Toronto, ON M5V 2T3 , Canada","{'10 a.m': 52, '6 a.m': 0, '7 a.m': 18, '8 a.m': 34, '9 a.m': 46, '11 a.m': 55, '12 p.m': 55, '1 p.m': 49, '2 p.m': 38, '3 p.m': 24, '4 p.m': 12, '5 p.m': 6, '6 p.m': 8, '7 p.m': 16, '8 p.m': 23, '9 p.m': 18, '10 p.m': 0, '11 p.m': 0}","{'5 a.m': 0, '6 a.m': 19, '7 a.m': 37, '8 a.m': 54, '9 a.m': 62, '10 a.m': 63, '11 a.m': 60, '12 p.m': 57, '1 p.m': 52, '2 p.m': 44, '3 p.m': 33, '4 p.m': 25, '5 p.m': 23, '6 p.m': 24, '7 p.m': 22, '8 p.m': 16, '9 p.m': 9, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 30, '7 a.m': 61, '8 a.m': 90, '9 a.m': 100, '10 a.m': 86, '11 a.m': 65, '12 p.m': 55, '1 p.m': 52, '2 p.m': 42, '3 p.m': 25, '4 p.m': 14, '5 p.m': 13, '6 p.m': 17, '7 p.m': 16, '8 p.m': 9, '9 p.m': 3, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 19, '7 a.m': 46, '8 a.m': 72, '9 a.m': 77, '10 a.m': 63, '11 a.m': 52, '12 p.m': 51, '1 p.m': 52, '2 p.m': 44, '3 p.m': 30, '4 p.m': 16, '5 p.m': 11, '6 p.m': 16, '7 p.m': 24, '8 p.m': 24, '9 p.m': 14, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 17, '7 a.m': 50, '8 a.m': 83, '9 a.m': 86, '10 a.m': 67, '11 a.m': 56, '12 p.m': 58, '1 p.m': 56, '2 p.m': 46, '3 p.m': 30, '4 p.m': 16, '5 p.m': 9, '6 p.m': 13, '7 p.m': 19, '8 p.m': 15, '9 p.m': 5, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 12, '7 a.m': 33, '8 a.m': 59, '9 a.m': 74, '10 a.m': 70, '11 a.m': 62, '12 p.m': 58, '1 p.m': 54, '2 p.m': 45, '3 p.m': 35, '4 p.m': 29, '5 p.m': 26, '6 p.m': 25, '7 p.m': 24, '8 p.m': 21, '9 p.m': 16, '10 p.m': 0}","{'6 a.m': 0, '7 a.m': 17, '8 a.m': 30, '9 a.m': 44, '10 a.m': 53, '11 a.m': 56, '12 p.m': 54, '1 p.m': 49, '2 p.m': 44, '3 p.m': 38, '4 p.m': 31, '5 p.m': 23, '6 p.m': 16, '7 p.m': 11, '8 p.m': 19, '9 p.m': 38, '10 p.m': 0, '11 p.m': 0}"
ChIJrcUxMbE0K4gRSQzUGyiPhis,112,Tim Hortons,"56 Wellesley St W Unit 104, Toronto, ON M5S 2S3 , Canada","{'10 a.m': 45, '5 a.m': 0, '6 a.m': 7, '7 a.m': 17, '8 a.m': 28, '9 a.m': 38, '11 a.m': 47, '12 p.m': 47, '1 p.m': 44, '2 p.m': 42, '3 p.m': 42, '4 p.m': 42, '5 p.m': 41, '6 p.m': 36, '7 p.m': 29, '8 p.m': 19, '9 p.m': 10, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 29, '7 a.m': 49, '8 a.m': 64, '9 a.m': 73, '10 a.m': 75, '11 a.m': 71, '12 p.m': 65, '1 p.m': 57, '2 p.m': 52, '3 p.m': 49, '4 p.m': 45, '5 p.m': 40, '6 p.m': 33, '7 p.m': 24, '8 p.m': 15, '9 p.m': 6, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 49, '7 a.m': 63, '8 a.m': 67, '9 a.m': 67, '10 a.m': 69, '11 a.m': 75, '12 p.m': 78, '1 p.m': 74, '2 p.m': 64, '3 p.m': 52, '4 p.m': 46, '5 p.m': 47, '6 p.m': 48, '7 p.m': 39, '8 p.m': 22, '9 p.m': 4, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 34, '7 a.m': 59, '8 a.m': 81, '9 a.m': 92, '10 a.m': 87, '11 a.m': 73, '12 p.m': 58, '1 p.m': 48, '2 p.m': 46, '3 p.m': 50, '4 p.m': 53, '5 p.m': 53, '6 p.m': 47, '7 p.m': 37, '8 p.m': 24, '9 p.m': 12, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 46, '7 a.m': 69, '8 a.m': 88, '9 a.m': 100, '10 a.m': 99, '11 a.m': 88, '12 p.m': 73, '1 p.m': 60, '2 p.m': 52, '3 p.m': 49, '4 p.m': 50, '5 p.m': 49, '6 p.m': 44, '7 p.m': 35, '8 p.m': 24, '9 p.m': 13, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 44, '7 a.m': 73, '8 a.m': 84, '9 a.m': 77, '10 a.m': 69, '11 a.m': 66, '12 p.m': 63, '1 p.m': 60, '2 p.m': 55, '3 p.m': 51, '4 p.m': 46, '5 p.m': 40, '6 p.m': 33, '7 p.m': 25, '8 p.m': 17, '9 p.m': 11, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 9, '7 a.m': 15, '8 a.m': 22, '9 a.m': 29, '10 a.m': 36, '11 a.m': 41, '12 p.m': 42, '1 p.m': 41, '2 p.m': 38, '3 p.m': 34, '4 p.m': 31, '5 p.m': 31, '6 p.m': 30, '7 p.m': 27, '8 p.m': 22, '9 p.m': 14, '10 p.m': 0}"
ChIJJ2IIB8g0K4gRfIdOpdxd0JM,112,Tim Hortons,"700 University Ave, Toronto, ON M5G 1Z5 , Canada","{'7 a.m': 0, '6 a.m': 0, '8 a.m': 12, '9 a.m': 17, '10 a.m': 21, '11 a.m': 25, '12 p.m': 28, '1 p.m': 31, '2 p.m': 34, '3 p.m': 35, '4 p.m': 32, '5 p.m': 27, '6 p.m': 21, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'5 a.m': 0, '6 a.m': 13, '7 a.m': 33, '8 a.m': 55, '9 a.m': 66, '10 a.m': 67, '11 a.m': 68, '12 p.m': 72, '1 p.m': 72, '2 p.m': 65, '3 p.m': 56, '4 p.m': 48, '5 p.m': 40, '6 p.m': 31, '7 p.m': 21, '8 p.m': 12, '9 p.m': 5, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 22, '7 a.m': 43, '8 a.m': 63, '9 a.m': 74, '10 a.m': 77, '11 a.m': 76, '12 p.m': 79, '1 p.m': 84, '2 p.m': 86, '3 p.m': 82, '4 p.m': 72, '5 p.m': 57, '6 p.m': 42, '7 p.m': 27, '8 p.m': 16, '9 p.m': 8, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 20, '7 a.m': 47, '8 a.m': 76, '9 a.m': 92, '10 a.m': 92, '11 a.m': 89, '12 p.m': 90, '1 p.m': 92, '2 p.m': 89, '3 p.m': 79, '4 p.m': 68, '5 p.m': 55, '6 p.m': 43, '7 p.m': 31, '8 p.m': 21, '9 p.m': 12, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 18, '7 a.m': 47, '8 a.m': 81, '9 a.m': 100, '10 a.m': 95, '11 a.m': 85, '12 p.m': 85, '1 p.m': 90, '2 p.m': 93, '3 p.m': 89, '4 p.m': 77, '5 p.m': 61, '6 p.m': 44, '7 p.m': 29, '8 p.m': 17, '9 p.m': 9, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 24, '7 a.m': 48, '8 a.m': 71, '9 a.m': 83, '10 a.m': 81, '11 a.m': 74, '12 p.m': 70, '1 p.m': 70, '2 p.m': 68, '3 p.m': 59, '4 p.m': 48, '5 p.m': 36, '6 p.m': 25, '7 p.m': 16, '8 p.m': 8, '9 p.m': 0, '10 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 11, '9 a.m': 18, '10 a.m': 26, '11 a.m': 32, '12 p.m': 36, '1 p.m': 35, '2 p.m': 33, '3 p.m': 31, '4 p.m': 30, '5 p.m': 26, '6 p.m': 20, '7 p.m': 12, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}"
ChIJVVVVbMg0K4gRpc8t0bnrAH4,112,Tim Hortons,"610 University Ave, Toronto, ON M5J 1A7 , Canada",{'5 a.m': 7},{},{},{},{},{},{}
