GoogleID,currently-occupied-by,name,address,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
ChIJ_5u91c40K4gRUNcS-SZCvts,112,Tim Hortons,"438 University Ave, Toronto, ON M5G 2K8 , Canada","{'11 a.m': 68, '6 a.m': 0, '7 a.m': 17, '8 a.m': 36, '9 a.m': 53, '10 a.m': 63, '12 p.m': 70, '1 p.m': 75, '2 p.m': 75, '3 p.m': 73, '4 p.m': 68, '5 p.m': 60, '6 p.m': 53, '7 p.m': 46, '8 p.m': 39, '9 p.m': 34, '10 p.m': 0, '11 p.m': 0}","{'4 a.m': 0, '5 a.m': 2, '6 a.m': 9, '7 a.m': 21, '8 a.m': 36, '9 a.m': 48, '10 a.m': 56, '11 a.m': 56, '12 p.m': 51, '1 p.m': 43, '2 p.m': 41, '3 p.m': 39, '4 p.m': 41, '5 p.m': 41, '6 p.m': 39, '7 p.m': 34, '8 p.m': 24, '9 p.m': 17, '10 p.m': 0}","{'4 a.m': 0, '5 a.m': 14, '6 a.m': 39, '7 a.m': 68, '8 a.m': 85, '9 a.m': 85, '10 a.m': 80, '11 a.m': 85, '12 p.m': 95, '1 p.m': 92, '2 p.m': 70, '3 p.m': 43, '4 p.m': 26, '5 p.m': 31, '6 p.m': 46, '7 p.m': 63, '8 p.m': 65, '9 p.m': 53, '10 p.m': 0}","{'4 a.m': 0, '5 a.m': 9, '6 a.m': 26, '7 a.m': 46, '8 a.m': 65, '9 a.m': 82, '10 a.m': 95, '11 a.m': 100, '12 p.m': 97, '1 p.m': 90, '2 p.m': 78, '3 p.m': 70, '4 p.m': 68, '5 p.m': 68, '6 p.m': 68, '7 p.m': 63, '8 p.m': 53, '9 p.m': 41, '10 p.m': 0}","{'4 a.m': 0, '5 a.m': 19, '6 a.m': 31, '7 a.m': 46, '8 a.m': 58, '9 a.m': 65, '10 a.m': 68, '11 a.m': 65, '12 p.m': 63, '1 p.m': 60, '2 p.m': 58, '3 p.m': 56, '4 p.m': 51, '5 p.m': 48, '6 p.m': 48, '7 p.m': 51, '8 p.m': 51, '9 p.m': 41, '10 p.m': 0}","{'4 a.m': 0, '5 a.m': 9, '6 a.m': 14, '7 a.m': 21, '8 a.m': 24, '9 a.m': 29, '10 a.m': 39, '11 a.m': 56, '12 p.m': 70, '1 p.m': 73, '2 p.m': 63, '3 p.m': 46, '4 p.m': 31, '5 p.m': 31, '6 p.m': 39, '7 p.m': 46, '8 p.m': 43, '9 p.m': 31, '10 p.m': 0}","{'6 a.m': 0, '7 a.m': 29, '8 a.m': 58, '9 a.m': 82, '10 a.m': 87, '11 a.m': 70, '12 p.m': 51, '1 p.m': 51, '2 p.m': 65, '3 p.m': 58, '4 p.m': 46, '5 p.m': 46, '6 p.m': 48, '7 p.m': 46, '8 p.m': 39, '9 p.m': 31, '10 p.m': 0, '11 p.m': 0}"
ChIJmbSufq40K4gRn6tgdZ3M9Iw,112,Tim Hortons,"2 Bloor St E, Toronto, ON M4W 1A8 , Canada","{'5 a.m': 0, '6 a.m': 24, '7 a.m': 37, '8 a.m': 33, '9 a.m': 27, '10 a.m': 38, '11 a.m': 61, '12 p.m': 70, '1 p.m': 55, '2 p.m': 42, '3 p.m': 55, '4 p.m': 64, '5 p.m': 35, '6 p.m': 9, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 7, '7 a.m': 38, '8 a.m': 88, '9 a.m': 100, '10 a.m': 68, '11 a.m': 55, '12 p.m': 62, '1 p.m': 57, '2 p.m': 48, '3 p.m': 62, '4 p.m': 88, '5 p.m': 74, '6 p.m': 33, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 16, '7 a.m': 33, '8 a.m': 46, '9 a.m': 48, '10 a.m': 44, '11 a.m': 53, '12 p.m': 74, '1 p.m': 85, '2 p.m': 83, '3 p.m': 75, '4 p.m': 59, '5 p.m': 33, '6 p.m': 11, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 14, '7 a.m': 33, '8 a.m': 57, '9 a.m': 72, '10 a.m': 72, '11 a.m': 55, '12 p.m': 40, '1 p.m': 44, '2 p.m': 72, '3 p.m': 98, '4 p.m': 88, '5 p.m': 53, '6 p.m': 20, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 7, '7 a.m': 18, '8 a.m': 35, '9 a.m': 55, '10 a.m': 72, '11 a.m': 79, '12 p.m': 70, '1 p.m': 55, '2 p.m': 48, '3 p.m': 61, '4 p.m': 74, '5 p.m': 51, '6 p.m': 18, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}",{},{}
ChIJQfeDDjbL1IkRlZp9TVjtAdE,112,Tim Hortons,"175 Dundas St E, Toronto, ON M5A 1Z4 , Canada","{'9 a.m': 87, '5 a.m': 0, '6 a.m': 41, '7 a.m': 57, '8 a.m': 74, '10 a.m': 95, '11 a.m': 96, '12 p.m': 91, '1 p.m': 80, '2 p.m': 64, '3 p.m': 54, '4 p.m': 56, '5 p.m': 76, '6 p.m': 97, '7 p.m': 94, '8 p.m': 62, '9 p.m': 24, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 24, '7 a.m': 49, '8 a.m': 75, '9 a.m': 91, '10 a.m': 95, '11 a.m': 85, '12 p.m': 72, '1 p.m': 62, '2 p.m': 57, '3 p.m': 56, '4 p.m': 57, '5 p.m': 56, '6 p.m': 52, '7 p.m': 47, '8 p.m': 38, '9 p.m': 28, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 35, '7 a.m': 54, '8 a.m': 70, '9 a.m': 84, '10 a.m': 94, '11 a.m': 97, '12 p.m': 94, '1 p.m': 82, '2 p.m': 64, '3 p.m': 49, '4 p.m': 47, '5 p.m': 62, '6 p.m': 81, '7 p.m': 80, '8 p.m': 55, '9 p.m': 22, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 42, '7 a.m': 60, '8 a.m': 75, '9 a.m': 87, '10 a.m': 96, '11 a.m': 100, '12 p.m': 96, '1 p.m': 85, '2 p.m': 70, '3 p.m': 56, '4 p.m': 50, '5 p.m': 58, '6 p.m': 72, '7 p.m': 77, '8 p.m': 63, '9 p.m': 37, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 49, '7 a.m': 70, '8 a.m': 83, '9 a.m': 83, '10 a.m': 75, '11 a.m': 67, '12 p.m': 61, '1 p.m': 57, '2 p.m': 51, '3 p.m': 42, '4 p.m': 36, '5 p.m': 43, '6 p.m': 62, '7 p.m': 75, '8 p.m': 68, '9 p.m': 42, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 36, '7 a.m': 54, '8 a.m': 71, '9 a.m': 83, '10 a.m': 85, '11 a.m': 80, '12 p.m': 67, '1 p.m': 55, '2 p.m': 49, '3 p.m': 55, '4 p.m': 71, '5 p.m': 89, '6 p.m': 92, '7 p.m': 80, '8 p.m': 55, '9 p.m': 31, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 41, '7 a.m': 57, '8 a.m': 74, '9 a.m': 87, '10 a.m': 95, '11 a.m': 97, '12 p.m': 91, '1 p.m': 81, '2 p.m': 65, '3 p.m': 49, '4 p.m': 40, '5 p.m': 43, '6 p.m': 63, '7 p.m': 78, '8 p.m': 65, '9 p.m': 32, '10 p.m': 0}"
Ei82NTcgVW5pdmVyc2l0eSBBdmUsIFRvcm9udG8sIE9OIE01RyAxTTEsIENhbmFkYSJREk8KNAoyCR9RuCPINCuIEbxgMXkD1k8HGh4LEO7B7qEBGhQKEgn71hHYtzQriBHEQGdewx8S7AwQkQUqFAoSCa_a243ONCuIES3OIcX5DBrv,112,Tim Hortons,"657 University Ave, Toronto, ON M5G 2C4 , Canada","{'6 a.m': 0, '5 a.m': 0, '7 a.m': 2, '8 a.m': 2, '9 a.m': 5, '10 a.m': 5, '11 a.m': 5, '12 p.m': 2, '1 p.m': 2, '2 p.m': 2, '3 p.m': 2, '4 p.m': 2, '5 p.m': 2, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 47, '7 a.m': 50, '8 a.m': 50, '9 a.m': 50, '10 a.m': 50, '11 a.m': 45, '12 p.m': 32, '1 p.m': 20, '2 p.m': 7, '3 p.m': 2, '4 p.m': 2, '5 p.m': 2, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 75, '7 a.m': 90, '8 a.m': 85, '9 a.m': 80, '10 a.m': 77, '11 a.m': 62, '12 p.m': 37, '1 p.m': 15, '2 p.m': 2, '3 p.m': 2, '4 p.m': 2, '5 p.m': 2, '6 p.m': 2, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 82, '7 a.m': 100, '8 a.m': 97, '9 a.m': 77, '10 a.m': 52, '11 a.m': 32, '12 p.m': 17, '1 p.m': 10, '2 p.m': 2, '3 p.m': 2, '4 p.m': 2, '5 p.m': 2, '6 p.m': 2, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 75, '7 a.m': 72, '8 a.m': 57, '9 a.m': 55, '10 a.m': 57, '11 a.m': 50, '12 p.m': 30, '1 p.m': 10, '2 p.m': 7, '3 p.m': 12, '4 p.m': 10, '5 p.m': 2, '6 p.m': 2, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 60, '7 a.m': 77, '8 a.m': 80, '9 a.m': 72, '10 a.m': 60, '11 a.m': 47, '12 p.m': 37, '1 p.m': 25, '2 p.m': 12, '3 p.m': 2, '4 p.m': 2, '5 p.m': 2, '6 p.m': 2, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}",{}
ChIJQaMFJjXL1IkRv__WEMyPWAQ,112,Tim Hortons,"26 Dundas St E, Toronto, ON M5B 2L6 , Canada",{'7 a.m': 6},{},{},{},{},{},{}
ChIJi3ZRr8s0K4gR3ftrcVJeb_8,112,Tim Hortons,"595 Bay St., Toronto, ON M5G 2C2 , Canada","{'4 a.m': 7, '6 a.m': 0, '7 a.m': 0, '8 a.m': 51, '9 a.m': 70, '10 a.m': 74, '11 a.m': 63, '12 p.m': 67, '1 p.m': 56, '2 p.m': 29, '3 p.m': 20, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 36, '9 a.m': 61, '10 a.m': 81, '11 a.m': 84, '12 p.m': 72, '1 p.m': 52, '2 p.m': 36, '3 p.m': 26, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 50, '9 a.m': 70, '10 a.m': 75, '11 a.m': 65, '12 p.m': 52, '1 p.m': 43, '2 p.m': 38, '3 p.m': 31, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 54, '9 a.m': 67, '10 a.m': 61, '11 a.m': 58, '12 p.m': 62, '1 p.m': 63, '2 p.m': 55, '3 p.m': 40, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 56, '9 a.m': 89, '10 a.m': 100, '11 a.m': 85, '12 p.m': 65, '1 p.m': 56, '2 p.m': 50, '3 p.m': 38, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 0, '9 a.m': 34, '10 a.m': 35, '11 a.m': 28, '12 p.m': 23, '1 p.m': 27, '2 p.m': 34, '3 p.m': 31, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}",{}
ChIJJ2IIB8g0K4gRfIdOpdxd0JM,112,Tim Hortons,"700 University Ave, Toronto, ON M5G 1Z5 , Canada","{'7 a.m': 0, '6 a.m': 0, '8 a.m': 12, '9 a.m': 17, '10 a.m': 21, '11 a.m': 25, '12 p.m': 28, '1 p.m': 31, '2 p.m': 34, '3 p.m': 35, '4 p.m': 32, '5 p.m': 27, '6 p.m': 21, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'5 a.m': 0, '6 a.m': 13, '7 a.m': 33, '8 a.m': 55, '9 a.m': 66, '10 a.m': 67, '11 a.m': 68, '12 p.m': 72, '1 p.m': 72, '2 p.m': 65, '3 p.m': 56, '4 p.m': 48, '5 p.m': 40, '6 p.m': 31, '7 p.m': 21, '8 p.m': 12, '9 p.m': 5, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 22, '7 a.m': 43, '8 a.m': 63, '9 a.m': 74, '10 a.m': 77, '11 a.m': 76, '12 p.m': 79, '1 p.m': 84, '2 p.m': 86, '3 p.m': 82, '4 p.m': 72, '5 p.m': 57, '6 p.m': 42, '7 p.m': 27, '8 p.m': 16, '9 p.m': 8, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 20, '7 a.m': 47, '8 a.m': 76, '9 a.m': 92, '10 a.m': 92, '11 a.m': 89, '12 p.m': 90, '1 p.m': 92, '2 p.m': 89, '3 p.m': 79, '4 p.m': 68, '5 p.m': 55, '6 p.m': 43, '7 p.m': 31, '8 p.m': 21, '9 p.m': 12, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 18, '7 a.m': 47, '8 a.m': 81, '9 a.m': 100, '10 a.m': 95, '11 a.m': 85, '12 p.m': 85, '1 p.m': 90, '2 p.m': 93, '3 p.m': 89, '4 p.m': 77, '5 p.m': 61, '6 p.m': 44, '7 p.m': 29, '8 p.m': 17, '9 p.m': 9, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 24, '7 a.m': 48, '8 a.m': 71, '9 a.m': 83, '10 a.m': 81, '11 a.m': 74, '12 p.m': 70, '1 p.m': 70, '2 p.m': 68, '3 p.m': 59, '4 p.m': 48, '5 p.m': 36, '6 p.m': 25, '7 p.m': 16, '8 p.m': 8, '9 p.m': 0, '10 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 11, '9 a.m': 18, '10 a.m': 26, '11 a.m': 32, '12 p.m': 36, '1 p.m': 35, '2 p.m': 33, '3 p.m': 31, '4 p.m': 30, '5 p.m': 26, '6 p.m': 20, '7 p.m': 12, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}"
ChIJi9H4BrU0K4gRnlMz_Asts0A,112,Tim Hortons,"444 Yonge St, Toronto, ON M5G 2B3 , Canada",{'5 a.m': 9},{},{},{},{},{},{}
ChIJVVVVbMg0K4gRpc8t0bnrAH4,112,Tim Hortons,"610 University Ave, Toronto, ON M5J 1A7 , Canada",{'5 a.m': 7},{},{},{},{},{},{}
ChIJA7onKMk0K4gRDaSYF3L34no,112,Tim Hortons,"480 University Ave, Toronto, ON M5G 1V2 , Canada",{},{},{},{},{},{},{}
ChIJMyTHjTDL1IkRr7uqcRQbX6k,112,Tim Hortons,"200 King St E, Toronto, ON M5W 3A8 , Canada",{'30 a.m': 7},{},{},{},{},{},{}
ChIJV78UOy3L1IkRznCiXaluoKM,112,Tim Hortons,"181 Bay St., Toronto, ON M5J 2T3 , Canada","{'5 a.m': 7, '6 a.m': 0, '7 a.m': 2, '8 a.m': 7, '9 a.m': 15, '10 a.m': 24, '11 a.m': 31, '12 p.m': 34, '1 p.m': 37, '2 p.m': 37, '3 p.m': 28, '4 p.m': 15, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'5 a.m': 0, '6 a.m': 14, '7 a.m': 32, '8 a.m': 54, '9 a.m': 69, '10 a.m': 74, '11 a.m': 74, '12 p.m': 78, '1 p.m': 82, '2 p.m': 80, '3 p.m': 69, '4 p.m': 51, '5 p.m': 33, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 21, '7 a.m': 36, '8 a.m': 55, '9 a.m': 75, '10 a.m': 90, '11 a.m': 99, '12 p.m': 100, '1 p.m': 93, '2 p.m': 80, '3 p.m': 65, '4 p.m': 48, '5 p.m': 32, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 14, '7 a.m': 38, '8 a.m': 68, '9 a.m': 87, '10 a.m': 89, '11 a.m': 87, '12 p.m': 90, '1 p.m': 93, '2 p.m': 89, '3 p.m': 77, '4 p.m': 59, '5 p.m': 41, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 21, '7 a.m': 41, '8 a.m': 63, '9 a.m': 82, '10 a.m': 90, '11 a.m': 88, '12 p.m': 82, '1 p.m': 77, '2 p.m': 72, '3 p.m': 65, '4 p.m': 56, '5 p.m': 44, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'5 a.m': 0, '6 a.m': 15, '7 a.m': 30, '8 a.m': 50, '9 a.m': 70, '10 a.m': 85, '11 a.m': 88, '12 p.m': 84, '1 p.m': 80, '2 p.m': 81, '3 p.m': 80, '4 p.m': 68, '5 p.m': 46, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0}","{'6 a.m': 0, '7 a.m': 4, '8 a.m': 14, '9 a.m': 31, '10 a.m': 52, '11 a.m': 69, '12 p.m': 75, '1 p.m': 66, '2 p.m': 59, '3 p.m': 56, '4 p.m': 34, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}"
ChIJQ1KfHtI0K4gRk2BjS9qOHp8,112,Tim Hortons,"170 University Ave, Toronto, ON M5H 3B3 , Canada","{'4 a.m': 8, '6 a.m': 0, '7 a.m': 0, '8 a.m': 63, '9 a.m': 66, '10 a.m': 56, '11 a.m': 70, '12 p.m': 71, '1 p.m': 55, '2 p.m': 33, '3 p.m': 20, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 64, '9 a.m': 93, '10 a.m': 60, '11 a.m': 50, '12 p.m': 63, '1 p.m': 71, '2 p.m': 63, '3 p.m': 44, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 54, '9 a.m': 100, '10 a.m': 81, '11 a.m': 60, '12 p.m': 67, '1 p.m': 70, '2 p.m': 60, '3 p.m': 44, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 45, '9 a.m': 62, '10 a.m': 66, '11 a.m': 59, '12 p.m': 55, '1 p.m': 63, '2 p.m': 68, '3 p.m': 59, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 28, '9 a.m': 63, '10 a.m': 29, '11 a.m': 40, '12 p.m': 50, '1 p.m': 45, '2 p.m': 29, '3 p.m': 17, '4 p.m': 0, '5 p.m': 0, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}",{},{}
EjVVbml2ZXJzaXR5IEF2ZSAmIER1bmRhcyBTdCBXLCBUb3JvbnRvLCBPTiBNNUcsIENhbmFkYSJmImQKFAoSCdFzkC7JNCuIERJpJzRi-PsPEhQKEgnRc5AuyTQriBESaSc0Yvj7DxoUChIJr9rbjc40K4gRLc4hxfkMGu8aFAoSCdE5r5V_NiuIEeV43Q4LwyuQIgoNJTIFGhWaR67Q,112,Tim Hortons,"University Ave &, Dundas St W, Toronto, ON M5G , Canada",{'8 a.m': 24},{},{},{},{},{},{}
Ei0xMTkgU3BhZGluYSBBdmUuLCBUb3JvbnRvLCBPTiBNNVYgMksyLCBDYW5hZGEiUBJOCjQKMgkLbpHG2zQriBFQTGe5MamQxRoeCxDuwe6hARoUChIJrY2_y9s0K4gRCZQkSxSV9vEMEHcqFAoSCXvnfXDDNCuIEd4M0-dXIDxS,112,Tim Hortons,"119 Spadina Ave., Toronto, ON M5V 2L1 , Canada","{'6 a.m': 0, '7 a.m': 0, '8 a.m': 5, '9 a.m': 18, '10 a.m': 32, '11 a.m': 34, '12 p.m': 20, '1 p.m': 12, '2 p.m': 9, '3 p.m': 6, '4 p.m': 3, '5 p.m': 1, '6 p.m': 0, '7 p.m': 0, '8 p.m': 0, '9 p.m': 0, '10 p.m': 0, '11 p.m': 0}","{'4 a.m': 0, '5 a.m': 2, '6 a.m': 9, '7 a.m': 24, '8 a.m': 41, '9 a.m': 51, '10 a.m': 46, '11 a.m': 34, '12 p.m': 26, '1 p.m': 21, '2 p.m': 17, '3 p.m': 18, '4 p.m': 27, '5 p.m': 32, '6 p.m': 25, '7 p.m': 12, '8 p.m': 0, '9 p.m': 0}","{'4 a.m': 0, '5 a.m': 3, '6 a.m': 9, '7 a.m': 34, '8 a.m': 67, '9 a.m': 63, '10 a.m': 36, '11 a.m': 40, '12 p.m': 59, '1 p.m': 38, '2 p.m': 20, '3 p.m': 18, '4 p.m': 17, '5 p.m': 16, '6 p.m': 14, '7 p.m': 10, '8 p.m': 8, '9 p.m': 6}","{'4 a.m': 0, '5 a.m': 7, '6 a.m': 12, '7 a.m': 18, '8 a.m': 46, '9 a.m': 85, '10 a.m': 65, '11 a.m': 40, '12 p.m': 38, '1 p.m': 37, '2 p.m': 34, '3 p.m': 29, '4 p.m': 23, '5 p.m': 17, '6 p.m': 12, '7 p.m': 8, '8 p.m': 5, '9 p.m': 0}","{'4 a.m': 0, '5 a.m': 1, '6 a.m': 6, '7 a.m': 24, '8 a.m': 57, '9 a.m': 80, '10 a.m': 78, '11 a.m': 61, '12 p.m': 47, '1 p.m': 32, '2 p.m': 20, '3 p.m': 16, '4 p.m': 17, '5 p.m': 17, '6 p.m': 13, '7 p.m': 7, '8 p.m': 0, '9 p.m': 0}","{'4 a.m': 0, '5 a.m': 1, '6 a.m': 7, '7 a.m': 34, '8 a.m': 80, '9 a.m': 100, '10 a.m': 65, '11 a.m': 26, '12 p.m': 17, '1 p.m': 20, '2 p.m': 18, '3 p.m': 15, '4 p.m': 18, '5 p.m': 23, '6 p.m': 16, '7 p.m': 6, '8 p.m': 0, '9 p.m': 0}","{'4 a.m': 0, '5 a.m': 0, '6 a.m': 0, '7 a.m': 0, '8 a.m': 18, '9 a.m': 41, '10 a.m': 39, '11 a.m': 40, '12 p.m': 48, '1 p.m': 36, '2 p.m': 19, '3 p.m': 14, '4 p.m': 13, '5 p.m': 13, '6 p.m': 10, '7 p.m': 7, '8 p.m': 4, '9 p.m': 2}"
EicxMCBEdW5kYXMgU3QgRSwgVG9yb250bywgT04gTTVCLCBDYW5hZGEiMBIuChQKEgmpcRHUyjQriBFNwvrpB5DKYhAKKhQKEglxTn4vcMvUiRH_juQHFyDNtw,112,Tim Hortons,"10 Dundas St E Suite 104, Toronto, ON M5B 2G8 , Canada",{'5 a.m': 8},{},{},{},{},{},{}
ChIJ8w8bD8o0K4gRsjdJOEgQwpI,112,Tim Hortons,"70 Gerrard St W, Toronto, ON M5G 1J5 , Canada","{'10 a.m': 95, '4 a.m': 0, '5 a.m': 36, '6 a.m': 56, '7 a.m': 75, '8 a.m': 89, '9 a.m': 97, '11 a.m': 86, '12 p.m': 74, '1 p.m': 62, '2 p.m': 56, '3 p.m': 57, '4 p.m': 62, '5 p.m': 65, '6 p.m': 63, '7 p.m': 53, '8 p.m': 38, '9 p.m': 21}","{'4 a.m': 0, '5 a.m': 44, '6 a.m': 57, '7 a.m': 62, '8 a.m': 65, '9 a.m': 72, '10 a.m': 82, '11 a.m': 90, '12 p.m': 92, '1 p.m': 90, '2 p.m': 86, '3 p.m': 81, '4 p.m': 77, '5 p.m': 73, '6 p.m': 66, '7 p.m': 56, '8 p.m': 44, '9 p.m': 31}","{'4 a.m': 0, '5 a.m': 29, '6 a.m': 43, '7 a.m': 55, '8 a.m': 67, '9 a.m': 75, '10 a.m': 81, '11 a.m': 85, '12 p.m': 86, '1 p.m': 84, '2 p.m': 80, '3 p.m': 75, '4 p.m': 69, '5 p.m': 65, '6 p.m': 62, '7 p.m': 59, '8 p.m': 51, '9 p.m': 38}","{'4 a.m': 0, '5 a.m': 37, '6 a.m': 55, '7 a.m': 74, '8 a.m': 89, '9 a.m': 98, '10 a.m': 100, '11 a.m': 96, '12 p.m': 89, '1 p.m': 81, '2 p.m': 75, '3 p.m': 71, '4 p.m': 68, '5 p.m': 63, '6 p.m': 54, '7 p.m': 43, '8 p.m': 28, '9 p.m': 15}","{'4 a.m': 0, '5 a.m': 26, '6 a.m': 50, '7 a.m': 69, '8 a.m': 76, '9 a.m': 74, '10 a.m': 66, '11 a.m': 61, '12 p.m': 63, '1 p.m': 69, '2 p.m': 76, '3 p.m': 81, '4 p.m': 82, '5 p.m': 78, '6 p.m': 70, '7 p.m': 58, '8 p.m': 45, '9 p.m': 31}","{'4 a.m': 0, '5 a.m': 34, '6 a.m': 54, '7 a.m': 73, '8 a.m': 86, '9 a.m': 91, '10 a.m': 88, '11 a.m': 78, '12 p.m': 67, '1 p.m': 57, '2 p.m': 53, '3 p.m': 54, '4 p.m': 58, '5 p.m': 60, '6 p.m': 58, '7 p.m': 51, '8 p.m': 40, '9 p.m': 27}","{'4 a.m': 0, '5 a.m': 29, '6 a.m': 40, '7 a.m': 48, '8 a.m': 53, '9 a.m': 59, '10 a.m': 65, '11 a.m': 68, '12 p.m': 68, '1 p.m': 63, '2 p.m': 57, '3 p.m': 57, '4 p.m': 63, '5 p.m': 73, '6 p.m': 79, '7 p.m': 76, '8 p.m': 64, '9 p.m': 44}"
